Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,image_url
New Rules,Summer Beats 2018,Dua Lipa,2018-07-20,TRAA31800147,698,57.8,0,0,0,0.0,"3,090,849,766","18,323,060",0,0,0,"1,932,348,097",0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc
Stitches,Stitches,Shawn Mendes,2015-02-10,USUM71500658,700,57.8,"1,907,768,690","170,905","58,551,250",69.0,"2,115,112,270","16,309,142","396,789","45,962,200","403,748,250","1,696,441,023",206.0,"180,036",259,132.0,"291,799",38.0,"637,391,281","479,403",0,"14,744,823",0.0,0,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb
Back On 74,Back On 74,Jungle,2023-07-28,QM4TX2336316,702,57.8,"212,122,034","61,462","73,347,896",80.0,"49,794,673","997,193","117,000","60,212,881","555,529,368","19,357,105",78.0,"19,909",183,52.0,"1,421,707",108.0,"1,369,652","5,027",0,"1,510,651",0.0,0,https://i.scdn.co/image/ab67616d0000b27377619f14cb03e11baf5761d1
"Welcome To Rosas - From ""Wish""","Welcome To Rosas (From ""Wish"")",Ariana DeBose,2023-11-01,USWD12328240,699,57.8,"12,375,503","1,146","6,969,708",0.0,"4,496,444","25,217","2,100,000","3,999,594","68,519,117","299,805",5.0,35,2,1.0,18,2.0,"381,323",897,0,"13,348",0.0,0,https://i.scdn.co/image/ab67616d0000b273d894a23c28b4820f81da257e
Por Mi Mexico (Remix),"Por Mi Mxico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Pea]",Lefty Sm,2023-08-25,QM3DF2219446,703,57.7,"98,795,736","8,721","6,921,023",67.0,"236,734,405","1,554,966","614,600","25,414,356","319,127,773","295,805,823",8.0,31,0,3.0,"146,132",28.0,"17,670,634","3,877",0,"312,223",0.0,1,https://i.scdn.co/image/ab67616d0000b273787d108f68fa7c94b9122bd8
THIS YEAR (Blessings),THIS YEAR (Blessings) (feat. Ehis 'D' Greatest) - Single,Victor Thompson,2023-01-04,QZFYY2339108,705,57.7,"134,208,327","45,328","7,606,515",61.0,"93,787,998","947,363","2,544,105","156,575,242","2,460,084,219",0,16.0,"2,578",29,7.0,"49,865",7.0,"545,726","1,284",0,"2,334,472",0.0,0,https://i.scdn.co/image/ab67616d0000b27318d7ce7d46a6d29b80349fc8
Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,USUG12104402,708,57.6,"819,136,167","220,374","42,648,915",75.0,"173,633,158","1,399,290","66,599","33,795,573","327,393,753","243,761,287",67.0,60,81,30.0,"783,511",8.0,"44,693,468","12,411",0,"1,942,002",0.0,1,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f
Mayores,Mayores,Becky G,2017-07-14,USRC11701270,709,57.6,"709,559,454","66,677","26,417,997",66.0,"2,660,240,919","9,901,740","610,733","22,346,077","258,215,382","282,498,898",84.0,"23,100",117,42.0,"316,122",39.0,"146,731,599","104,443",0,"3,920,423",0.0,0,https://i.scdn.co/image/ab67616d0000b2739c8890c824bb9be2360e79c1
CHORRITO PA LAS ANIMAS,SIXDO,Feid,2022-12-02,USUM72222460,707,57.6,"558,560,568","61,360","26,903,567",75.0,"228,242,847","852,495","1,015,200","134,483,388","1,339,213,086","10,159,357",44.0,"25,014",94,19.0,"4,059,655",26.0,"3,253,358","1,094",0,"815,675",0.0,1,https://i.scdn.co/image/ab67616d0000b2737cc7b0d6a82846cd8b158f99
New Divide,Papercuts,Linkin Park,2024-04-12,USWB12400679,706,57.6,"340,239,513",161,"923,021",0.0,0,0,0,0,0,0,1.0,0,0,0.0,0,0.0,0,0,"64,127","2,651,682",0.0,0,https://i.scdn.co/image/ab67616d0000b273148cd93cd936ee29cb4db587
White Horse,White Horse,Chris Stapleton,2023-07-21,USUG12300484,711,57.5,"155,443,055","28,835","15,122,339",68.0,"38,442,511","291,339","38,400","3,484,143","47,123,023","387,057,207",29.0,"156,870",13,5.0,"93,564",48.0,"62,798,148","19,200","897,873","753,888",0.0,0,https://i.scdn.co/image/ab67616d0000b273de2e30cf7205b45a0ba3877f
Ojitos Rojos,Ojitos Rojos - Single,Grupo Frontera,2023-07-21,DGA062368509,712,57.5,"221,287,566","20,975","10,461,108",70.0,"291,073,034","1,012,209","86,600","7,802,910","131,877,555","329,249,522",7.0,"9,014",1,10.0,"611,553",21.0,"3,248,335",999,0,"465,957",0.0,0,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae
La Morocha,La Morocha,Luck Ra,2023-07-07,CLPP22300045,710,57.5,"161,280,933","17,882","11,897,449",66.0,"289,561,672","967,949","459,808","20,550,339","348,308,009","230,517,294",6.0,"7,238",0,19.0,"5,276,316",4.0,"1,482",31,0,"214,253",0.0,0,https://i.scdn.co/image/ab67616d0000b273546d66125577fdca616ec73c
Who Is Your Guy?,Who Is Your Guy?,Spyro,2022-11-25,QZW9L2260049,714,57.4,"21,236,593","6,366","592,410",52.0,"173,334,286","660,871","3,801,877","47,756,992","618,545,163","57,815,736",3.0,"6,764",1,5.0,"42,780",0.0,"343,018",499,0,"1,091,071",0.0,0,https://i.scdn.co/image/ab67616d0000b273c32fe041408087bb70db6a0a
You Right,You Right,Doja Cat,2021-06-24,USRC12100544,713,57.4,"831,648,193","119,953","44,866,271",72.0,"379,404,120","3,991,416","67,857","51,756,150","397,005,694","812,074,154",131.0,"233,009",665,33.0,"564,789",41.0,"130,728,919","27,906",0,"4,190,926",0.0,1,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
AMG,AMG,Natanael Cano,2022-11-24,QZ9QQ2200105,715,57.3,"674,025,091","51,522","21,663,790",70.0,"323,942,993","1,575,190","452,800","108,677,892","1,294,755,383",0,34.0,907,13,6.0,"1,183,532",13.0,"37,825,840","12,306",0,"967,374",0.0,1,https://i.scdn.co/image/ab67616d0000b273e2e093427065eaca9e2f2970
Bandido,Bandido,Myke Towers,2020-12-10,QMFME2047291,717,57.2,"700,122,551","99,936","23,605,544",68.0,"1,036,334,853","4,939,844","153,600","29,274,105","363,627,962","139,459,495",81.0,"32,445",27,23.0,"1,510,919",44.0,"65,588,409","12,642",0,"2,128,888",0.0,0,https://i.scdn.co/image/ab67616d0000b273069e5634bc475b5c0436a3ce
Karma,Karma,JoJo Siwa,2024-04-05,USSM12401851,716,57.2,"17,310,258","1,840","5,419,557",0.0,"43,892,777","368,031","199,600","134,373,320","1,314,113,353","24,645,355",20.0,744,12,8.0,"238,742",18.0,"197,930","8,389","277,552","77,101",0.0,0,https://i.scdn.co/image/ab67616d0000b273a5bcc3b8202c312dd581cae1
El Gordo Trae El Mando,El Gordo Trae El Mando,Chino Pacas,2023-01-27,FR10S2386363,720,57.1,"545,234,876","38,598","20,258,181",76.0,"178,469,204","907,782","1,400,000","127,515,608","1,417,345,345","557,624,727",15.0,50,12,3.0,"194,738",5.0,"32,580,707","6,191",0,"1,226,973",0.0,1,https://i.scdn.co/image/ab67616d0000b2733184fbe88584858b3e57af43
Ya No Tengo Tu Love,Origami,Sie7e,2023-12-06,QZHN22300206,718,57.1,"4,561,175","1,911","300,718",0.0,"5,599,363","109,997","1,700,000","1,172,078","16,150,470","37,151,035",2.0,"3,160",0,1.0,64,0.0,"6,321",42,0,"46,729",0.0,0,https://i.scdn.co/image/ab67616d0000b273bc71a74be9049e0cd9664f2c
52 Gaj Ka Daman,52 Gaj Ka Daman,Renuka Panwar,2020-10-02,INV772001001,719,57.1,"48,929,060","4,295","619,647",52.0,"1,736,697,874","8,477,892","825,678","10,675,705","163,717,881","28,730,147",1.0,5,0,0.0,0,0.0,0,0,0,"148,140",0.0,0,https://i.scdn.co/image/ab67616d0000b273a3e6a9ba03f8f39dfa88cab9
FTCU,Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318679,722,57.0,"167,977,668","24,101","35,583,769",0.0,"38,901,823","551,972","53,900","2,203,530","13,158,593","187,979,506",29.0,"50,200",740,17.0,"307,357",16.0,"8,607,928","7,135",0,"819,021",0.0,1,https://i.scdn.co/image/ab67616d0000b273651e1dbc0b5218f2306181a1
Go Crazy,Slime & B,Young Thug,2020-05-05,USRC12001468,721,57.0,"699,336,080","126,934","20,887,762",68.0,"363,333,168","3,159,553","19,574","3,018,147","42,692,526","217,788,137",177.0,"578,728",13,32.0,"935,466",22.0,"242,208,093","80,706","2,515,804","5,747,453",0.0,1,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc
I Don't Care,I Don't Care - Single,Boy Spyce,2024-02-23,NGA3B2318016,723,56.9,"3,475,009",328,"717,595",0.0,"3,869,518","43,717","998,000","4,504","50,840","15,657,422",7.0,244,0,1.0,"44,081",0.0,"95,539",18,0,"286,125",0.0,0,https://i.scdn.co/image/ab67616d0000b273bb329dd1e77f4456146f454b
Roar,2013 The Hottest,Katy Perry,2013-01-01,USUM71308669,725,56.9,"1,156,191,242","146,653","68,107,488",73.0,"4,386,626,671","19,822,950","508,860","37,113,271","385,015,724","1,885,297,710",237.0,"248,383",284,134.0,"832,419",83.0,0,0,0,"1,261",0.0,0,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22
No Guidance (feat. Drake),No Guidance (feat. Drake),Chris Brown,2019-06-08,USRC11901583,724,56.9,"1,030,515,485","157,003","35,028,641",70.0,"809,218,963","5,861,900","794,152","55,950,941","451,934,036","355,440,823",185.0,215,7,38.0,"513,679",55.0,"403,683,186","181,600","3,524,264","8,062,187",0.0,1,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231
34+35,Positions,Ariana Grande,2020-10-30,USUM72020423,727,56.8,"978,617,707","97,191","40,917,688",70.0,"722,372,895","11,582,120","254,060","60,197,709","359,903,081","472,873,487",109.0,"329,936",514,29.0,"259,515",20.0,"69,822,231","54,449",0,"1,769,544",0.0,1,https://i.scdn.co/image/ab67616d0000b2735ef878a782c987d38d82b605
Permission to Dance,Butter / Permission to Dance,BTS,2021-07-09,QMFME2102684,728,56.8,"675,763,141","43,682","27,994,315",68.0,"881,072,427","29,073,682","1,450,747","511,168,140","3,653,167,411","849,311,055",120.0,"44,988",82,14.0,"202,608",57.0,"3,883,730","8,899",0,"1,730,648",0.0,0,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8
changes,changes,XXXTENTACION,2018-03-02,USUG11800211,729,56.8,"1,366,479,990","171,651","36,731,138",70.0,"1,002,422,657","14,134,657","1,951,109","167,016,763","1,763,949,180","45,887,113",31.0,112,0,21.0,"344,528",11.0,"138,516,743","187,030","50,737,522","4,184,844",0.0,0,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
Tell Ur Girlfriend,Tell Ur Girlfriend,Lay Bankz,2024-02-07,QZZ4J2400019,730,56.7,"167,431,139","10,335","116,287,670",90.0,"28,987,197","443,524",0,"16,577,348","235,871,001","148,521,798",26.0,"14,654",416,26.0,"8,022,044",52.0,"579,514","5,469","2,893,625","932,674",0.0,1,https://i.scdn.co/image/ab67616d0000b273a8dbff429bc95d3af651fe08
SPIDER,SPIDER,GIMS,2024-05-10,FR8FB2407800,731,56.6,"26,972,053","3,364","11,637,634",76.0,"18,860,058","231,781",0,0,0,"2,606,582",22.0,"2,427",0,29.0,"18,421,648",11.0,0,0,0,"396,272",0.0,0,https://i.scdn.co/image/ab67616d0000b27359dc8da873a4aa6c2d6888ff
Sunday Best,Where the Light Is,Surfaces,2018-08-28,TCAEA1802695,733,56.6,"952,626,904","151,446","27,674,084",16.0,"195,696,821","2,597,296","9,436,402","364,342,730","2,800,998,751","83,356,911",217.0,"113,898",381,62.0,"163,426",17.0,"125,033,350","197,341",0,"3,892,098",0.0,0,https://i.scdn.co/image/ab67616d0000b27328fc968d1e066921c2c798fd
Guli Mata,Guli Mata,Saad Lamjarred,2023-07-12,USA2P2331239,734,56.6,"75,152,048","8,540","685,520",62.0,"386,890,237","4,145,747",969,"82,604","1,152,931","31,295,331",2.0,709,0,2.0,"1,211",8.0,0,0,0,"1,154,213",0.0,0,https://i.scdn.co/image/ab67616d0000b273a7a285251f8615924c9cf287
HOLA PERDIDA,HOLA PERDIDA,Luck Ra,2024-01-05,CLPP22300118,732,56.6,"110,573,724","10,663","17,155,186",69.0,"143,032,680","568,468",0,641,"6,600","980,054,248",11.0,"6,287",0,29.0,"508,330",2.0,"17,295",37,0,"135,309",0.0,0,https://i.scdn.co/image/ab67616d0000b273a25c38ea15816d466f228c99
Better,Better,Khalid,2018-09-14,USRC11803179,736,56.5,"1,355,539,058","108,485","20,494,060",72.0,"1,260,752,640","6,104,356","481,790","128,052,245","1,105,088,867","954,537,813",160.0,0,193,45.0,"816,136",37.0,"525,201,971","193,586",0,"6,630,901",0.0,0,https://i.scdn.co/image/ab67616d0000b273c43edd2cf01edf73bf0b97a3
I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran,2019-05-10,GBAHS1900672,735,56.5,"1,816,356,140","156,748","74,047,669",70.0,"1,095,859,229","11,144,552","209,758","24,824,442","246,666,552","2,108,390,436",46.0,"404,463",224,185.0,"402,505",83.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259
Substitution,Substitution,Purple Disco Machine,2023-03-30,DEE862300093,737,56.4,"218,035,732","36,861","48,220,875",72.0,"87,739,719","494,331","47,655","2,485,202","61,830,611","458,712,418",74.0,"247,253",5,84.0,"2,315,638",44.0,"31,259",76,0,"3,546,222",0.0,0,https://i.scdn.co/image/ab67616d0000b273a8bcf8fac8520ac2cbf72ea7
Automotivo Bibi Fogosa,Automotivo Bibi Fogosa,Bibi Babydoll,2023-05-19,QZMZ92361338,739,56.4,"267,867,000","47,406","32,423,214",36.0,"109,440,296","1,722,866","796,000","207,462,897","1,908,916,908",407,6.0,272,1,13.0,"298,723",7.0,0,0,845,"3,212,495",0.0,1,https://i.scdn.co/image/ab67616d0000b273d13a4bd0b4c6de74768ca087
MERCHO,MERCHO,LiL CaKe,2022-12-16,ARF102200411,738,56.4,"366,462,735","52,345","27,129,754",67.0,"184,622,271","842,979","1,617,600","191,086,404","2,944,174,250","5,649,989",29.0,"23,573",0,31.0,"257,981",27.0,0,0,0,"769,452",0.0,0,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
Bandook,Bandook,Nirvair Pannu,2020-05-30,FR96X2024977,740,56.4,"40,178,056","5,825","638,204",54.0,"156,528,470","1,410,824","12,558,440","85,606,014","1,349,843,169","62,493",2.0,3,0,0.0,0,0.0,0,0,0,"95,575",0.0,0,https://i.scdn.co/image/ab67616d0000b27330c290967e705f874a94696d
Silence,Silence,Marshmello,2017-08-11,USRC11701901,741,56.3,"1,592,440,653","188,349","52,573,571",77.0,"783,959,373","6,101,966","1,101,293","107,580,637","807,230,686","243,663,431",142.0,"29,628",218,66.0,"494,840",51.0,"334,480,164","109,497","73,157,570","8,572,710",0.0,0,https://i.scdn.co/image/ab67616d0000b273f33ba583059dc2f7d08bf2b8
Trap Queen,Trap Queen,Fetty Wap,2014-12-15,QM7XC1400004,744,56.2,"1,182,373,720","201,337","36,698,633",70.0,"1,260,463,421","8,611,729","319,849","50,946,038","414,475,658","370,912,165",178.0,"34,082",208,46.0,"267,686",29.0,0,0,"205,958,155","9,253,461",0.0,1,https://i.scdn.co/image/ab67616d0000b273de6bd09b07e2b4af4e409f6c
Sign of the Times,Sign of the Times,Harry Styles,2017-04-07,USSM11703595,743,56.2,"1,532,653,504","191,817","85,380,382",76.0,"1,799,935,129","15,452,150","241,402","80,177,249","500,970,525","1,650,960,443",147.0,"42,284",38,95.0,"2,122,787",67.0,"68,085,051","78,588","1,343,224","18,327,076",0.0,0,https://i.scdn.co/image/ab67616d0000b2736c619c39c853f8b1d67b7859
METAMORPHOSIS,METAMORPHOSIS,INTERWORLD,2021-11-25,QZS642102633,746,56.2,"624,007,138","88,566","48,503,856",76.0,"300,340,121","3,913,127","386,544","202,072,663","2,052,187,356","129,187,266",17.0,288,0,4.0,"105,339",9.0,"2,406,709","5,823","34,791,272","2,577,920",0.0,1,https://i.scdn.co/image/ab67616d0000b273b852a616ae3a49a1f6b0f16e
Botella Tras Botella,Botella Tras Botella,Gera MX,2021-04-23,MXUM62100001,747,56.2,"647,496,971","72,494","22,027,404",71.0,"895,962,908","7,617,641","354,200","41,756,321","396,552,302","20,964,348",63.0,"17,408",144,26.0,"1,707,077",63.0,"83,951,107","44,360",0,"2,239,738",0.0,0,https://i.scdn.co/image/ab67616d0000b273e7de40d8dfd047820c79ce6b
"Me, Myself & I","Me, Myself & I",G-Eazy,2015-10-14,USRC11502210,745,56.2,"1,280,838,046","174,312","39,798,446",73.0,"807,688,972","6,060,762","8,981,813","72,353,082","439,764,052","402,411,855",106.0,"3,613",0,49.0,"200,919",6.0,"610,892,547","348,211",0,"10,221,814",0.0,1,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d
Lut Gaye,Lut Gaye,Jubin Nautiyal,2021-02-17,INS182100281,751,56.1,"171,856,399","16,697","3,873,550",56.0,"1,524,735,898","11,671,430","2,736","167,529","2,560,589","232,645,756",7.0,0,0,0.0,0,6.0,0,0,0,"826,805",0.0,0,https://i.scdn.co/image/ab67616d0000b2736fdbdd369b1dbf7a66595997
Piel,Piel,Tiago PZK,2024-02-01,USWL12400226,748,56.1,"128,833,634","6,815","48,721,232",79.0,"114,263,622","572,164",0,"2,444,806","31,395,017","886,851,471",10.0,"5,365",75,23.0,"3,206,502",19.0,"100,637",199,0,"307,811",0.0,1,https://i.scdn.co/image/ab67616d0000b273981fb242b648850e0853881f
Pasoori,Pasoori,Shae Gill,2022-02-06,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65.0,"928,440,031","9,495,255",627,"225,218","2,638,039","236,473,638",17.0,"3,701",0,1.0,"1,097",7.0,0,0,0,"673,415",0.0,0,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f
the boy is mine,eternal sunshine,Ariana Grande,2024-03-08,USUM72317268,752,56.0,"175,336,290","8,386","79,812,251",80.0,"44,458,370","1,448,800",225,"397,044","3,842,071","297,433,202",46.0,"4,569",18,18.0,"1,000,937",52.0,"1,253,330","1,313","873,706","209,987",0.0,1,https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4
When We Were Young (The Logical Song),When We Were Young (The Logical Song),David Guetta,2023-11-10,UKWLG2300117,754,55.9,"158,952,262","20,712","61,778,572",3.0,"31,073,689","328,486",0,0,0,"1,644,370,622",48.0,"102,033",363,73.0,"3,521,094",52.0,"2,844,763",121,"805,036","1,754,057",0.0,0,https://i.scdn.co/image/ab67616d0000b273c8e153557024fd571a5a83d6
Bounce When She Walk,Bounce When She Walk,Ohboyprince,2023-02-03,QZFZ72321643,753,55.9,"18,637,452","6,915","751,599",45.0,"6,534,668","116,631","4,038,735","280,985,573","3,179,523,129",0,2.0,"1,271",51,0.0,0,0.0,"203,441","1,633",0,"1,081,839",0.0,1,https://i.scdn.co/image/ab67616d0000b273150292488a1245a1c6dceea8
"Apna Bana Le (From ""Bhediya"")","Apna Bana Le (From ""Bhediya"")",Arijit Singh,2022-11-05,INZ031411736,757,55.8,"250,599,391","19,757","12,938,935",66.0,"642,774,625","4,620,243",0,0,0,"2,903,846",27.0,"1,266",0,1.0,"1,097",10.0,0,0,0,"476,013",0.0,0,https://i.scdn.co/image/ab67616d0000b2738c2f9f18d110b1a104b092a1
Hold My Hand,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",Lady Gaga,2022-05-03,USUM72206231,759,55.7,"315,680,664","50,632","13,985,305",69.0,"317,472,115","2,373,170","129,481","23,093,203","424,398,738","5,867,793,586",48.0,"266,181",421,27.0,"243,087",42.0,"45,731,400","18,758",0,"5,802,558",0.0,0,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a
Big Energy,Big Energy - Single,Latto,2021-09-24,USRC12102454,758,55.7,"324,162,855","53,099","32,807,694",61.0,"60,970,543","695,638","247,053","95,081,920","994,551,093","1,214,970",66.0,"697,459","3,758",22.0,"822,207",42.0,"104,995,029","62,461",0,"5,969,740",0.0,1,https://i.scdn.co/image/ab67616d0000b2739c6ee9288ba1e9a08ab0b99e
Goodbyes (feat. Young Thug),Goodbyes (Feat. Young Thug),Post Malone,2019-07-05,USUM71912330,761,55.6,"1,263,989,128","156,671","25,905,453",72.0,"795,828,166","8,115,938","35,383","8,434,416","78,005,488","508,823,655",128.0,"117,516",394,166.0,"396,114",25.0,"230,614,636","107,631","18,209,981","5,216,769",0.0,1,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
Location,Location,Khalid,2016-05-24,TCACO1662934,760,55.6,"1,369,299,352","169,370","32,275,029",71.0,"815,137,609","5,138,837","80,456","17,516,516","77,860,109","170,885,369",188.0,"50,322",119,63.0,"235,041",53.0,"471,086,924","389,023","122,419,042","4,283,369",0.0,0,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577
Italodisco,Italodisco,The Kolors,2023-05-05,ITQ002300342,762,55.4,"142,141,861","22,711","10,786,942",67.0,"142,319,744","819,805","946,028","19,085,610","403,681,891","258,305,365",37.0,"81,612",0,10.0,"3,281,500",13.0,"32,117",172,0,"3,570,846",0.0,1,https://i.scdn.co/image/ab67616d0000b2737811146a7f29756c0bbda111
Perfect Night,Perfect Night,LE SSERAFIM,2023-10-27,USA2P2349660,763,55.4,"279,667,395","23,583","16,220,736",78.0,"93,707,680","1,139,367","316,771","152,082,704","1,178,951,518","1,201,238,468",29.0,"4,596",79,11.0,"313,525",28.0,"493,236",443,"984,170","435,036",0.0,0,https://i.scdn.co/image/ab67616d0000b2735e352f6eccf8cb96d0b247cc
Vida de Rico,Vida de Rico,Camilo,2020-09-21,USSD12000388,767,55.4,"568,823,269","54,968","26,455,856",64.0,"1,094,129,734","7,637,000","1,913,634","77,602,054","835,046,287","149,145,491",112.0,"45,003",73,24.0,"135,286",39.0,"21,813,224","14,722",0,"1,819,660",0.0,0,https://i.scdn.co/image/ab67616d0000b273d7210e8d6986196b28d084ef
In My Feelings,Scorpion,Drake,2018-06-29,USCM51800206,766,55.4,"1,389,607,643","179,820","36,937,605",68.0,"749,282,095","9,464,140","294,022","46,457,728","521,014,819","204,014,215",144.0,"18,150",396,65.0,"496,515",53.0,"344,214,850","668,750",0,"7,188,287",0.0,1,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5
You Broke My Heart,For All The Dogs Scary Hours Edition,Drake,2023-10-06,USUG12309646,764,55.4,"123,522,254","26,849","21,166,663",0.0,"21,213,402","365,281","2,214","572,150","3,432,405","1,827,340,338",25.0,"91,995",20,6.0,"159,003",33.0,"11,677,247","5,338","5,254,476","814,161",0.0,1,https://i.scdn.co/image/ab67616d0000b273e286ee36b4015afa8832356a
Attention,Attention,Charlie Puth,2017-04-20,USAT21700928,768,55.3,"1,800,254,516","162,682","40,159,047",75.0,"1,875,529,996","14,529,538","391,214","96,491,219","759,021,013","1,775,438,219",0.0,"22,199",160,135.0,"792,329",40.0,"352,441,778","196,853",0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66
Zhurek,Zhurek,Adam,2023-10-06,DGA0M2333309,770,55.3,"8,893,883","1,745","385,351",0.0,"238,585,397","1,478,754","59,100","107,018","1,640,900","628,241,049",8.0,"4,579",0,0.0,0,0.0,0,0,0,"3,415,610",0.0,0,https://i.scdn.co/image/ab67616d0000b273c4af8ba9008e14d01ece6c5e
Let Me Down Slowly,Let Me Down Slowly,Alec Benjamin,2018-05-25,USAT21802284,769,55.3,"1,709,991,997","187,053","79,925,766",80.0,"1,447,964,376","19,917,766","2,026,064","188,810,282","2,833,687,729","1,915,732,260",1.0,"1,563",132,41.0,"460,093",10.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370
In The End,In the End,Tommee Profitt,2018-04-06,TCADO1871408,771,55.2,"85,068,645","23,747","2,345,029",52.0,"1,615,682,416","16,097,448","7,610,004","421,716,078","6,274,917,849","104,330,417",11.0,96,6,3.0,"28,699",0.0,"850,756","1,833",0,"8,985,174",0.0,0,https://i.scdn.co/image/ab67616d0000b27346557fdc7325844aa2177155
Took Her To The O,Took Her To The O,King Von,2020-02-21,USUYG1296663,772,55.1,"497,832,707","156,669","13,464,335",74.0,"265,905,159","2,363,958","171,287","89,782,204","644,816,718","7,516,419",30.0,939,0,2.0,"4,396",10.0,"33,625,448","44,231","86,394,034","1,146,823",0.0,1,https://i.scdn.co/image/ab67616d0000b2738649220140846c7edf7f1978
Boyfriend,Boyfriend,Dove Cameron,2022-02-11,USQX92200693,774,55.1,"637,836,235","96,878","50,739,981",68.0,"182,917,309","3,547,237","488,047","311,431,134","1,955,825,500","3,121,389,798",54.0,"241,487","2,099",38.0,"346,695",35.0,"54,288,683","24,559",0,"2,178,227",0.0,1,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc
Orquestra Maldita,Orquestra Maldita,TRASHXRL,2023-06-15,SGW502301764,773,55.1,"119,445,482","16,844","15,941,203",14.0,"52,878,314","712,327","2,337,660","235,664,103","3,177,714,575",0,1.0,0,0,0.0,0,0.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b273c658105590edfb75e0714a90
Sucker,Sucker,Jonas Brothers,2019-03-01,USUG11900515,775,55.0,"1,411,856,834","128,280","42,394,972",73.0,"641,158,161","9,661,491","328,479","33,317,769","280,853,608","487,784,808",214.0,"499,130",814,176.0,"671,754",90.0,"281,820,508","190,779",0,"6,948,452",0.0,0,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597
Alone,Alone,Marshmello,2016-05-13,CA6D21600147,776,55.0,"561,103,984","80,971","18,764,148",65.0,"3,130,843,590","32,799,797","524,156","50,668,664","462,245,126","454,361,203",48.0,"3,744",2,16.0,"66,450",17.0,"43,619,580","201,447",0,"3,223,632",0.0,0,https://i.scdn.co/image/ab67616d0000b273956043cfb058f0be93022267
Moto,Moto - Single,Diler Kharkiya,2020-01-06,INR731900731,778,54.9,0,424,"60,155",0.0,"706,716,815","3,418,527","10,000,000","79,580,452","1,357,260,180",0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b2730111227a3c579c4c44770896
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,2022-10-20,QZNMX2257577,777,54.9,"193,109,326","76,047","4,765,141",8.0,"64,413,388","1,143,541","238,183","174,951,046","1,526,856,459","210,031,126",17.0,"40,110","2,704",4.0,"479,325",1.0,"7,692,981","6,306","23,495,613","2,304,354",0.0,1,https://i.scdn.co/image/ab67616d0000b273ac79f74165dc38b604831207
GOOBA,GOOBA,6ix9ine,2020-05-08,QZA742002191,780,54.8,"472,027,271","97,766","8,876,147",2.0,"1,012,949,756","14,257,151","2,295,814","448,572,991","4,846,286,370","155,050,116",22.0,120,57,10.0,"24,148",3.0,"11,693,239","76,976",0,"2,224,515",0.0,1,https://i.scdn.co/image/ab67616d0000b27308c1c9cba7dc84118976e66d
