Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,image_url
Peekaboo,Glide - Single,Dave Angel,2023-01-27,GBLTF2300027,83,167.2,"8,082",63,"32,758",0.0,"2,055,940,513","4,150,967",0,0,0,0,1.0,13,0,0.0,0,0.0,0,0,0,442,0.0,0,https://i.scdn.co/image/ab67616d0000b27343fd2cd3b19fdbba928f054d
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,2023-03-16,USE7D2300007,84,166.5,"1,215,336,974","129,463","39,814,172",74.0,"701,880,622","3,831,236","5,416","550,073","15,373,104","546,259,059",83.0,"40,153",227,24.0,"4,946,338",61.0,"84,378,219","53,890","17,115,523","3,435,177",0.0,0,https://i.scdn.co/image/ab67616d0000b2732071a0c79802d9375a53bfef
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,2023-05-25,USAT22305457,85,166.2,"860,026,452","74,769","139,913,794",80.0,"173,044,031","1,640,319","175,536","90,924,917","1,227,837,850","1,205,266,954",7.0,"759,185","1,100",82.0,"4,067,956",0.0,"64,567,514","22,064","1,843,883","3,199,636",0.0,0,https://i.scdn.co/image/ab67616d0000b2737dd3ba455ee3390cb55b0192
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,2023-03-17,MXF152300159,86,164.9,"1,032,225,805","94,887","74,469,479",79.0,"920,878,032","3,118,229","1,031,612","116,003,972","2,416,141,351","1,690,231,413",83.0,"57,941",177,42.0,"3,360,878",48.0,"55,410,702","27,415","230,579","2,635,577",0.0,1,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
redrum,american dream,21 Savage,2024-01-12,USSM12309164,87,164.8,"428,233,003","57,311","144,298,748",0.0,"105,148,629","1,762,297","87,200","6,732,800","43,993,800","977,638,660",74.0,"102,457",56,48.0,"4,037,475",60.0,"16,802,867","11,821",0,"2,490,071",0.0,1,https://i.scdn.co/image/ab67616d0000b273bbdceba2bf1867d4966d0347
Easy On Me,Easy On Me,Adele,2021-10-14,USSM12105970,88,163.2,"1,720,918,065","209,635","93,875,458",73.0,"1,194,846,205","13,561,925","1,912,194","733,101,955","7,860,224,413","6,353,555,150",325.0,"774,277","1,316",257.0,"5,323,750",100.0,"203,324,731","126,594",0,"7,569,155",0.0,0,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,2023-05-12,USQX92302957,90,162.0,"333,202,114","108,322","41,018,697",68.0,"203,487,345","2,084,532","928,132","63,253,779","748,253,884","735,908,540",148.0,"346,411",146,30.0,"1,277,729",60.0,"90,114,807","46,789","16,620,102","4,207,535",0.0,1,https://i.scdn.co/image/ab67616d0000b2737c173b0dc64913d4635e3594
Anti-Hero,Midnights,Taylor Swift,2022-10-21,USUG12205736,91,161.8,"1,563,224,246","117,005","97,456,780",80.0,"203,259,285","3,482,508","1,302,967","376,660,493","3,864,505,972","724,976,542",261.0,"1,034,319","1,088",74.0,"4,457,357",150.0,"92,338,994","45,974",0,"4,703,179",0.0,0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,UYB282201028,92,161.7,"1,692,951,462","209,490","88,591,675",78.0,"1,132,539,234","8,795,731","1,212,100","196,608,777","2,054,826,154","56,677,146",99.0,"138,254",37,58.0,"5,211,955",65.0,"18,052,815","5,213","4,099,686","6,836,893",0.0,0,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
Magnetic,SUPER REAL ME,ILLIT,2024-03-25,USA2P2413259,93,161.0,"255,076,355","11,500","90,584,540",86.0,"202,206,901","2,596,912",0,"57,656,713","506,476,590","273,521,596",67.0,"4,716",137,9.0,"423,666",44.0,"220,481","1,207","556,784","659,825",0.0,0,https://i.scdn.co/image/ab67616d0000b273f037c5fb9de6c78726cb8e2c
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,2023-07-28,USSD12300307,94,158.2,"275,349,653","37,806","22,826,643",70.0,"347,506,860","1,553,295","4,349,700","321,239,621","4,767,676,439","2,676,837,761",19.0,"23,875",96,37.0,"3,780,737",29.0,"5,101,044","5,276",0,"1,245,874",0.0,1,https://i.scdn.co/image/ab67616d0000b273992b4a535535ec4d0f109021
La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,"649,404,552","27,544","47,789,063",83.0,"433,839,212","2,750,086",0,"414,833","10,603,563","1,795,939,912",29.0,"16,287",462,34.0,"16,509,806",26.0,"22,603,598","29,401",0,"1,380,069",0.0,0,https://i.scdn.co/image/ab67616d0000b2731501c770de50a22b25d67611
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,"851,085,705","129,047","50,996,176",70.0,"211,810,152","2,461,166","3,502,547","955,272,568","8,781,020,473","806,434,641",162.0,"223,173","6,243",65.0,"8,655,684",130.0,"10,207,007","36,847","13,896,129","2,580,691",0.0,1,https://i.scdn.co/image/ab67616d0000b2739567e1aa41657425d046733b
Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,"1,013,350,808","108,036","86,470,319",84.0,"390,677,417","2,521,214","402,338","97,819,766","887,803,828","560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,"74,611,167","85,113","17,702,595","3,129,609",0.0,1,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,"359,803,580","26,065","79,152,427",86.0,"369,321,334","1,839,225","720,800","74,164,945","874,056,250","4,123,457,278",40.0,"16,952",69,63.0,"18,139,662",51.0,"20,058,510","7,289",0,"1,002,835",0.0,1,https://i.scdn.co/image/ab67616d0000b2736601556a0f7c0b54ded13c9d
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,"509,653,100","66,219","67,521,533",0.0,"48,045,203","986,278","328,562","88,846,508","544,437,406","1,561,456,615",80.0,"400,206",14,78.0,"9,341,155",39.0,"23,110,274","19,559",0,"4,295,361",0.0,1,https://i.scdn.co/image/ab67616d0000b27394203dd82d27b494c777d07c
Prada,Prada,cass,2023-08-11,GBCEN2300147,100,152.5,"609,699,748","128,498","160,755,092",83.0,"47,611,547","418,343","283,600","96,934,486","1,090,501,901","113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,"1,210,830","1,073","25,956,265",0,0.0,1,https://i.scdn.co/image/ab67616d0000b2734ef3176f3694082721905bb2
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,"5,157,486",470,"2,924,720",0.0,"1,278,618","27,849","1,100,000","261,000","3,900,000",0,3.0,0,0,2.0,"39,366",0.0,0,0,0,"47,658",0.0,0,https://i.scdn.co/image/ab67616d0000b273640d7fe96bc154f78c7493e4
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,"242,070,373","37,170","74,130,983",76.0,"22,907,992","261,664","2,553,106","312,997,953","3,832,221,658","15,593,731",106.0,"370,635","5,999",69.0,"1,792,014",79.0,"84,425,715","30,713","670,026","2,219,984",0.0,0,https://i.scdn.co/image/ab67616d0000b273811b8a1d3649f63af1d5fb65
MONACO,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,"478,150,858","73,306","51,842,133",78.0,"113,379,734","1,312,763","1,700,998","182,319,546","2,111,289,492","90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,"17,823,388","12,664","4,374,049","2,255,465",0.0,1,https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,"61,382,407","7,240","1,708,319",43.0,"9,977,490","201,210","37,726,462","9,239,474","147,837,262",0,15.0,"10,152",0,5.0,"59,317",1.0,0,0,0,"3,819,161",0.0,0,https://i.scdn.co/image/ab67616d0000b2730f619e50cfa37c94e3f8300e
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,"460,156,070","163,449","127,827,271",77.0,"8,183,226","98,257","530,103","65,920,648","1,032,799,567","56,004,473",0.0,"195,140",0,102.0,"3,034,022",111.0,"1,132,923","1,312","9,451,176","9,279,625",0.0,0,https://i.scdn.co/image/ab67616d0000b27388d71aadd009fe1a83df88f2
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,"251,153,869","16,811","92,985,554",76.0,"66,691,067","961,957","102,884","34,572,688","431,390,500","2,120,552,147",162.0,"180,711",57,127.0,"33,540,073",116.0,"10,305,245","3,796","776,717","2,047,771",0.0,0,https://i.scdn.co/image/ab67616d0000b273778c1e4660aa23f6728b32a1
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,"205,206,688","28,064","84,737,651",84.0,"39,453,253","672,789",0,0,0,"232,440,923",99.0,"3,432",45,41.0,"2,943,724",47.0,"5,897,303","4,527","7,571,301","900,933",0.0,1,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,"32,942,304","1,262","26,204,483",74.0,"57,861,795","1,257,935",0,0,0,"29,510,774",37.0,290,6,5.0,"530,831",33.0,"21,869",48,"139,164","29,736",0.0,0,https://i.scdn.co/image/ab67616d0000b273090cfa22962b115ac530674c
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,"1,911,559,785","317,345","87,765,033",78.0,"441,257,231","4,829,633","4,930,490","561,201,008","4,574,447,121","2,077,511",255.0,"296,948",181,138.0,"555,650",28.0,"295,741,432","633,414","168,458,097","11,988,760",0.0,1,https://i.scdn.co/image/ab67616d0000b273600adbc750285ea1a8da249f
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,"2,014,959,725","354,831","87,942,438",70.0,"1,003,346,208","16,856,186","1,750,366","915,814,897","9,558,947,943","3,191,316,960",360.0,"245,228",925,109.0,"3,242,122",74.0,"75,167,268","96,430",0,"12,693,846",0.0,1,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,"168,145,583","27,654","159,737,263",85.0,"35,008,949","717,214",0,0,0,"39,149,568",107.0,"4,448",0,158.0,"16,345,999",54.0,"39,577",482,"3,634,381","2,408,838",0.0,0,https://i.scdn.co/image/ab67616d0000b273df8680015ddf76e5c444849f
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,"518,988,585","73,116","58,391,498",80.0,"107,703,759","768,813","354,036","74,258,021","924,204,888","103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,"184,924,061","88,890","728,039","3,108,167",0.0,0,https://i.scdn.co/image/ab67616d0000b273ca650d3a95022e0490434ba1
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,"247,399,972","22,222","13,870,528",80.0,"389,540,239","4,392,933",0,"22,950,364","296,522,040","1,041,035,733",53.0,807,0,18.0,"357,941",17.0,"537,267","1,928",0,"1,069,500",0.0,0,https://i.scdn.co/image/ab67616d0000b2733f6de9c0ca2148edf20daa6b
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,"5,712,985","2,311","535,908",44.0,"3,120,073","56,276","20,114,495","2,452,502,310","33,870,791,454",0,4.0,22,0,4.0,"1,397",1.0,"21,564",81,0,"249,823",0.0,0,https://i.scdn.co/image/ab67616d0000b27363eaf3bbaef95ad10079ee75
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,"3,358,704,125","392,082","123,917,182",79.0,"2,763,188,773","19,410,390","2,714,134","178,829,434","1,597,453,878","484,189,798",351.0,"273,683",0,86.0,"809,352",99.0,"546,367,356","906,813",0,"1,569,935",0.0,0,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,"343,090,427","21,104","154,253,718",87.0,"38,173,339","349,660",0,0,0,"196,380,893",120.0,"158,378",360,103.0,"10,995,523",87.0,"11,441,987","7,496","166,254","745,798",0.0,0,https://i.scdn.co/image/ab67616d0000b273d70916ee9e40c90380ba5f07
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,0,0,0,0.0,"39,323,383","44,223",0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273401bbd8dac2f6b1fe44a3b07
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,"3,006,226,762","335,880","89,243,475",81.0,"4,495,059,988","42,240,881","5,745,117","453,132,709","5,876,458,723","276,194,776",226.0,"253,782",388,118.0,"1,138,425",71.0,"614,578,695","844,301","2,943,611","21,306,706",0.0,0,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,"787,155,930","183,850","58,397,185",77.0,"357,772,653","2,590,835","931,660","95,662,104","836,550,889","3,934,416,606",150.0,"463,665","1,308",32.0,"399,388",69.0,"182,315,884","53,326","48,937,045","3,534,164",0.0,1,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,"532,605,345","128,534","31,725,858",81.0,"97,958,347","1,237,197","322,900","108,595,670","947,194,801","259,363,238",46.0,"107,637",57,33.0,"1,423,258",40.0,"6,334,599","8,712","12,785,993","1,861,958",0.0,1,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,"292,789,738","28,591","30,905,957",72.0,"406,307,035","809,942","1,900,606","68,341,852","872,862,858","1,969,191,415",11.0,"1,754",0,15.0,"8,391,160",1.0,"764,473","5,168",0,"1,195,337",0.0,1,https://i.scdn.co/image/ab67616d0000b273c9af3d78758eaf8d896fd37c
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,"818,858,244","223,609","49,586,777",71.0,"231,229,581","2,756,840","1,610,614","624,748,318","6,890,780,336","3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,"117,451,442","40,907","24,111,168","4,244,972",0.0,1,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,"659,010,786","129,923","93,969,186",86.0,"125,203,447","1,990,342","22,100","13,787,343","107,398,826","244,390,161",87.0,"37,314",361,46.0,"2,137,898",38.0,"3,029,375","6,510","14,942,955","1,839,283",0.0,1,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,"3,913,988",545,"1,054,122",40.0,"1,577,017,938","9,304,666",0,0,0,"2,651,764,724",0.0,25,0,0.0,0,0.0,"5,260",0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b273308f9319a3d6f6737f43b3fc
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,"126,247,886",5,"5,973",1.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273eb816bbea0ad5451cbea0403
I Ain't Worried,"I Aint Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,"1,607,421,145","212,406","160,444,270",83.0,"409,785,349","3,326,477","247,865","155,593,087","1,825,552,705","2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,"152,770,142","49,622",0,"9,091,826",0.0,0,https://i.scdn.co/image/ab67616d0000b273ec96e006b8bdfc582610ec13
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,"158,627",635,"18,765",16.0,"2,156,140,830",0,9,422,"4,484","1,318,392",0.0,29,0,0.0,0,0.0,"1,132",0,0,208,0.0,0,https://i.scdn.co/image/ab67616d0000b27359630522294508135c7616ea
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,"1,867,736,006","302,486","82,611,625",76.0,"747,126,783","10,795,292","2,467,227","160,756,733","1,768,836,179","2,069,527,154",329.0,"931,316","1,897",273.0,"3,821,598",85.0,"240,562,062","131,540","40,756,476","10,228,436",0.0,1,https://i.scdn.co/image/ab67616d0000b27384c53fa832dfa265192419c5
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,"1,872,577,908","144,619","51,186,002",74.0,"2,638,957,320","62,311,179","3,098,499","662,794,945","5,063,720,138","2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,0,0,0,"7,896,781",0.0,0,https://i.scdn.co/image/ab67616d0000b273c07d5d2fdc02ae252fcd07e5
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,"8,327",3,8,0.0,0,0,"4,200,000","3,646,489","73,318,253",0,0.0,0,0,0.0,0,0.0,0,0,0,522,0.0,0,https://i.scdn.co/image/ab67616d0000b2731f4f86a5f7b69bb926830758
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,"3,427,498,835","338,763","160,553,919",82.0,"2,153,701,892","20,891,433","1,940,473","212,007,614","2,161,032,034","2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,"427,212,257","357,540",0,"29,266,297",0.0,0,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,"720,720,922","74,295","89,509,926",77.0,"221,078,988","2,557,839","4,687,520","1,252,326,407","15,247,253,457","718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,"81,828,913","36,462",0,"3,086,624",0.0,0,https://i.scdn.co/image/ab67616d0000b2731a4f1ada93881da4ca8060ff
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,"1,378,494",351,"43,395",34.0,"1,022,331","22,739","7,702,832","90,289,248","1,272,592,848",0,0.0,0,0,0.0,0,0.0,0,0,0,"50,550",0.0,0,https://i.scdn.co/image/ab67616d0000b2731cd0fe24bb5d50e97848c6e8
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,"2,827,545",62,"1,433,870",0.0,"54,330,074","801,621",0,0,0,0,0.0,0,0,0.0,0,10.0,0,0,0,"5,620",0.0,0,https://i.scdn.co/image/ab67616d0000b273bde2708d57b1fbb64ca2a233
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,"998,964,097","90,793","87,801,398",18.0,"113,450,524","2,108,657","394,640","152,624,014","1,448,207,880","1,111,017,294",173.0,"161,513",93,61.0,"5,239,925",128.0,"28,318,435","67,590","4,296,515","4,872,257",0.0,1,https://i.scdn.co/image/ab67616d0000b273e85259a1cae29a8d91f2093d
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,"48,428",92,"15,747",3.0,"2,123,978,358","5,670,850",111,"102,828","735,317",0,0.0,46,0,0.0,0,0.0,0,0,0,0,0.0,0,https://i.scdn.co/image/ab67616d0000b273bf0517b44dee8b37deb5d810
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,"631,955,547","121,823","45,030,006",74.0,"305,998,382","2,647,341","3,168,854","243,797,561","3,233,505,931","704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,"9,017,480","11,289","8,026,553","6,121,126",0.0,1,https://i.scdn.co/image/ab67616d0000b273fc342f95f117d48dbdde9735
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,0,1,47,0.0,0,0,"3,528,100","37,591,836","688,302,023",0,0.0,0,0,0.0,0,0.0,0,0,0,0,0.0,1,https://i.scdn.co/image/ab67616d0000b27395041347b7dc8f3e0695fcff
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,"114,574,238","10,564","180,987,712",84.0,"9,134,225","124,326","299,000","4,419,373","79,796,400","3,117,914",87.0,"86,814",159,128.0,"35,099,280",133.0,"4,503,872",442,"422,718",0,0.0,0,https://i.scdn.co/image/ab67616d0000b2732f479a6c1825c1f29e0a3d49
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,"31,867",5,"5,100",1.0,"1,538,564,650","2,066,653",0,0,0,0,0.0,174,0,0.0,0,0.0,0,0,0,"1,178",0.0,0,https://i.scdn.co/image/ab67616d0000b27355628675a850ef935da33e18
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,"1,721,045,197","156,941","97,122,096",81.0,"798,827,877","3,379,928","1,614,275","209,367,923","2,596,777,974","420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,"47,203,290","19,769",0,"4,817,885",0.0,0,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,"1,612,286,123","282,719","97,390,961",74.0,"1,019,256,266","10,280,320","1,404,274","502,778,982","4,702,037,810","2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,"92,111,798","90,598",0,"7,848,760",0.0,1,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,"2,607,121,959","270,230","143,953,432",78.0,"1,201,600,884","10,239,198","4,725,570","414,013,363","3,535,661,993","2,374,637,534",581.0,"999,941",954,632.0,"4,254,903",118.0,"313,923,242","99,949",0,"13,421,701",0.0,0,https://i.scdn.co/image/ab67616d0000b2734bc66095f8a70bc4e6593f4f
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,"2,548,389,305","339,306","75,858,140",78.0,"987,143,411","9,384,427","1,900,813","44,442,433","338,071,383","274,498,079",153.0,"69,562",132,54.0,"442,640",36.0,"259,400,789","552,552","257,459,352","9,308,937",0.0,1,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,"1,185,929,926","103,026","64,847,502",76.0,"1,229,843,060","5,870,729","1,300,337","251,445,963","2,829,294,043","763,687,717",115.0,"130,158",688,75.0,"7,349,218",90.0,"92,136,339","29,371",0,"3,397,861",0.0,0,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,"1,325,725,696","171,255","53,040,559",72.0,"1,329,826,741","15,965,491","8,470,921","1,183,499,351","9,539,547,626","181,452,145",222.0,"91,249",306,94.0,"249,116",50.0,"184,950,173","397,731",0,"4,618,794",0.0,1,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c
